timestamp,open,high,low,close,volume,rsi_14,ema_10,sma_10,macd_line,macd_signal,bb_high,bb_low,williams_r,stoch_k,stoch_d,atr_14,adx,obv,cci,roc
2024-01-01 00:00:00,2293.17,2293.23,2292.08,2293.02,6.54754231,,,,,,,,,,,0.0,0.0,6.54754231,,
2024-01-01 00:05:00,2292.42,2293.59,2290.38,2290.38,3.11034561,,,,,,,,,,,0.0,0.0,3.4371967,,
2024-01-01 00:10:00,2289.77,2289.77,2288.61,2288.61,7.15090229,,,,,,,,,,,0.0,0.0,-3.7137055900000004,,
2024-01-01 00:15:00,2288.41,2288.41,2285.25,2285.25,4.14128025,,,,,,,,,,,0.0,0.0,-7.854985840000001,,
2024-01-01 00:20:00,2283.48,2283.48,2283.48,2283.48,0.08295182,,,,,,,,,,,0.0,0.0,-7.937937660000001,,
2024-01-01 00:25:00,2281.56,2281.59,2281.56,2281.59,0.02415988,,,,,,,,,,,0.0,0.0,-7.962097540000001,,
2024-01-01 00:30:00,2283.89,2284.2,2280.1,2280.1,3.473233,,,,,,,,,,,0.0,0.0,-11.43533054,,
2024-01-01 00:35:00,2280.78,2281.95,2280.54,2281.94,1.78727697,,,,,,,,,,,0.0,0.0,-9.64805357,,
2024-01-01 00:40:00,2279.42,2279.42,2273.22,2275.08,8.30817088,,,,,,,,,,,0.0,0.0,-17.95622445,,
2024-01-01 00:45:00,2273.88,2273.88,2271.01,2271.01,6.6334188,,2281.429983652414,2283.046,,,,,,,,0.0,0.0,-24.58964325,,
2024-01-01 00:50:00,2276.55,2276.55,2274.36,2275.73,2.95153012,,2280.393622988339,2281.317,,,,,,,,0.0,0.0,-21.63811313,,
2024-01-01 00:55:00,2272.69,2275.56,2272.3,2273.75,9.17255855,,2279.1856915359135,2279.654,,,,,,,,0.0,0.0,-30.81067168,,
2024-01-01 01:00:00,2273.44,2277.84,2273.44,2277.84,7.2278561,,2278.9410203475654,2278.5769999999998,,,,,,,,0.0,0.0,-23.58281558,,-0.6620090535625436
2024-01-01 01:05:00,2277.99,2277.99,2277.99,2277.99,0.24,36.080260340603104,2278.7681075570986,2277.8509999999997,,,,,-69.08768821966525,30.912311780334747,,3.245714285714257,0.0,-23.34281558,,-0.5409582689335537
2024-01-01 01:10:00,2276.61,2276.61,2271.56,2272.39,13.33139421,28.99626750564623,2277.608451637626,2276.7419999999997,,,,,-93.88839681133898,6.1116031886610225,,3.473163265306084,0.0,-36.67420979,,-0.7087271313155258
2024-01-01 01:15:00,2271.36,2272.22,2271.35,2272.22,0.53121021,28.81133324128018,2276.6287331580575,2275.805,,,,,-93.55010660981026,6.449893390189749,14.49126945306184,3.29936588921279,0.0,-37.20542,,-0.570178317470745
2024-01-01 01:20:00,2269.5,2273.56,2266.12,2273.56,12.10726845,32.46752138906743,2276.070781674774,2275.151,,,,,-66.62180349932676,33.37819650067325,15.313231026508006,3.5951254685547376,0.0,-25.098151549999997,,-0.4344246500954715
2024-01-01 01:25:00,2271.28,2271.28,2271.28,2271.28,0.35,29.67484350136573,2275.1997304611787,2274.085,,,,,-71.46017699114861,28.539823008851382,22.789304299904796,3.501187935086524,0.0,-25.44815155,,-0.4518778571084176
2024-01-01 01:30:00,2273.45,2275.14,2273.45,2275.14,0.858752,39.208352205257846,2275.188870377328,2274.091,,,,,-50.110619469026446,49.889380530973554,37.269133346832724,3.526817368294606,0.0,-24.58939955,,-0.21753431867023537
2024-01-01 01:35:00,2274.98,2274.98,2274.92,2274.92,0.68321616,38.8848017548172,2275.1399848541773,2274.482,,,2291.595396494537,2265.9326035054632,-51.32743362831738,48.67256637168262,42.367256637169184,3.2906161277021195,0.0,-25.27261571,-45.503519188652575,-0.3076329789565011
2024-01-01 01:40:00,2273.71,2273.71,2273.71,2273.71,0.32988163,37.07276990636385,2274.879987607963,2274.2799999999997,,,2288.9957251473306,2266.601274852669,-52.05306380290474,47.94693619709526,48.836294366583815,3.1420006900091133,0.0,-25.60249734,-55.75649595663572,-0.06021766267559342
2024-01-01 01:45:00,2272.51,2275.21,2272.51,2275.21,14.76034643,40.75833243959956,2274.9399898610604,2274.4260000000004,,,2286.6710850894387,2267.408914910561,-31.654135338345704,68.34586466165429,54.988455743477395,3.1104292121513066,0.0,-10.842150909999999,-42.74865052431659,0.18493974046788952
2024-01-01 01:50:00,2276.19,2278.26,2275.67,2278.26,6.74816173,47.492443035192665,2275.54362806814,2274.468,,,2284.597849837624,2268.447150162376,-0.0,100.0,72.09760028624986,3.1061128398547977,0.0,-4.0939891799999995,18.500791310503246,0.11117311807640624
2024-01-01 01:55:00,2278.45,2278.45,2278.45,2278.45,0.3292058,47.889830261229235,2276.072059328478,2274.514,,,2283.2717929830847,2269.093207016915,-0.0,100.0,89.44862155388478,2.8978190655794265,0.0,-3.7647833799999995,53.72684668600251,0.20670698185815584
2024-01-01 02:00:00,2279.66,2281.69,2276.34,2276.34,6.20065446,43.91500060663491,2276.120775814209,2274.909,,,2282.078702299623,2269.572297700377,-34.3609505459207,65.6390494540793,88.54634981802644,3.072974846609461,0.0,-9.96543784,58.443443567988616,-0.06585185965651669
2024-01-01 02:05:00,2279.07,2279.07,2279.07,2279.07,0.24,49.72879170334582,2276.6569983934437,2275.594,-2.3076414037668656,,2281.573042287241,2269.8259577127583,-16.827231856132713,83.17276814386729,82.93727253264886,3.048476643280215,0.0,-9.72543784,89.74737371419205,0.0474102169017591
2024-01-01 02:10:00,2280.94,2282.89,2280.94,2282.89,7.30425342,56.52054894550657,2277.7902714128177,2276.527,-1.6428237599425302,,2282.2334066182884,2269.4445933817115,-0.0,100.0,82.93727253264886,3.1035854544744645,0.0,-2.4211844199999994,169.06962892242333,0.4620685709759329
2024-01-01 02:15:00,2282.31,2282.31,2280.84,2281.04,2.65359588,52.800137810062616,2278.3811311559416,2277.5029999999997,-1.2508119448675643,,2282.0266540093294,2269.5613459906704,-11.031604054859338,88.96839594514066,90.71372136300265,3.028329350583412,36.10013367557682,-5.0747803,147.66326554788725,0.388166638793786
2024-01-01 02:20:00,2280.94,2281.45,2280.67,2280.67,0.89960513,52.0620290937356,2278.7972891275886,2278.056,-0.9589415832574559,,2282.6451520753926,2269.5018479246073,-13.237924865830664,86.76207513416934,91.91015702643665,2.8677343969702926,33.52702307574688,-5.97438543,116.61705480651187,0.31272541740706766
2024-01-01 02:30:00,2280.09,2280.09,2280.09,2280.09,0.24,50.861735722384424,2279.032327468027,2278.5730000000003,-0.7656079200787644,,2282.8883800491767,2270.1666199508236,-16.696481812759274,83.30351818724073,86.34466308885023,2.7043247971866955,31.30189819468156,-6.21438543,87.2379622626925,0.3878870064457022
2024-01-01 02:35:00,2278.41,2278.41,2278.41,2278.41,0.09466631,47.449317453881505,2278.9191770192947,2279.043,-0.7394278942824712,,2283.0623226815005,2270.260677318499,-38.58742463393751,61.41257536606249,77.15938956249086,2.6311587402448096,29.702599634503947,-6.30905174,43.88483743542718,0.14372741897201852
2024-01-01 02:40:00,2278.25,2278.49,2278.25,2278.49,0.55124,47.62950432931266,2278.8411448339684,2279.371,-0.7041081829688665,,2283.200814733494,2270.5961852665064,-42.38921001927011,57.61078998072989,67.44229451134437,2.4603616873701646,28.261911789031547,-5.75781174,39.48275728485319,0.1569285952912502
2024-01-01 02:45:00,2278.79,2278.79,2275.88,2275.88,0.53580007,42.50849332585991,2278.3027548641558,2279.1330000000003,-0.8766171478032447,,2283.1021616062762,2270.4988383937243,-67.53371868978803,32.466281310211976,50.49654888566812,2.492478709700857,27.558186930778653,-6.29361181,2.6828964378658466,0.09543873229216007
2024-01-01 02:50:00,2276.04,2276.04,2275.57,2275.57,0.53910703,41.93182083005036,2277.8058903434003,2278.8450000000003,-1.02651314990635,-1.1586100086242344,2282.9780886514372,2270.380911348563,-70.52023121387238,29.479768786127625,39.85228002568983,2.34801594472221,26.98418151389998,-6.83271884,-20.925358948591448,0.015822715265849187
2024-01-01 02:55:00,2272.35,2275.48,2272.35,2274.89,0.98783079,40.62976461515454,2277.275728462782,2278.7,-1.1864998962842037,-1.1641879861562283,2282.851831560284,2270.7571684397153,-75.90132827324504,24.098671726754958,28.68157394103152,2.410300520099213,27.211830569512802,-7.82054963,-57.30808427939726,-0.14791990378623798
2024-01-01 03:00:00,2276.36,2276.37,2276.36,2276.37,0.32947481,44.65768451283305,2277.111050560458,2278.43,-1.1802615933465859,-1.1674027075942999,2282.6893430405444,2271.334656959456,-61.85958254269454,38.14041745730546,30.572952656729353,2.3438504829492706,27.070874777943768,-7.491074820000001,-13.302227118581364,-0.0912901314490082
2024-01-01 03:05:00,2278.0,2278.12,2277.01,2277.32,21.82386877,47.136883526976234,2277.1490413676474,2277.8730000000005,-1.0861402837135756,-1.1511502228181552,2282.6522068926274,2271.747793107372,-52.8462998102441,47.1537001897559,36.464263124605445,2.301432591310037,26.27547878519112,14.33279395,8.28460038987581,0.04305156523190816
2024-01-01 03:10:00,2277.21,2277.55,2274.58,2274.58,29.15073385,41.37919993458337,2276.681942937166,2277.227,-1.2185963484316744,-1.164639447940859,2282.2620664688175,2272.467933531183,-78.84250474383278,21.157495256167227,35.48387096774287,2.349187406216481,26.13721723792781,-14.817939900000002,-60.105906313636005,-0.197010183978563
2024-01-01 03:15:00,2276.87,2280.22,2276.87,2280.22,20.66592148,53.869849530808615,2277.3252260394993,2277.182,-0.8585707997244754,-1.1034257182975824,2282.5549169360934,2272.683083063906,-25.332068311196224,74.66793168880378,47.65970904490897,2.5842454486295807,25.069300927793247,5.847981579999999,49.20514761543217,-0.11695701501167699
2024-01-01 03:20:00,2277.94,2277.94,2274.65,2274.65,24.94172116,43.91738700842949,2276.838821305045,2276.638,-1.0110457025921278,-1.0849497151564915,2282.572251352747,2272.638748647253,-78.17836812144033,21.821631878559675,39.215686274510226,2.7975136308703044,24.62657595426106,-19.09373958,-66.4377092813563,-0.28013537684564377
2024-01-01 03:25:00,2275.94,2275.94,2275.62,2275.62,1.27712261,45.795498481418235,2276.6172174314,2276.3589999999995,-1.0416052908494748,-1.0762808302950884,2282.43234188154,2272.96965811846,-67.16867469879548,32.831325301204515,43.10696295618933,2.6898340858081373,24.21547419312403,-17.816616970000002,-74.45511078912274,-0.22142615985654138
2024-01-01 03:35:00,2278.17,2279.16,2278.17,2279.15,0.67638653,52.08418133024146,2277.0777233529634,2276.425,-0.7720824008415548,-1.0154411444043816,2282.525014588265,2273.270985411735,-25.274725274722528,74.72527472527747,43.12607730168056,2.750560222536125,22.75489900619783,-17.140230440000003,32.17957157218168,-0.041226442815856155
2024-01-01 03:40:00,2281.73,2281.73,2281.22,2281.22,0.61244287,55.35514751072263,2277.830864561515,2276.959,-0.3869908784618019,-0.8897510912158657,2282.89394554425,2273.1980544557496,-5.43710021322188,94.56289978677812,67.37316660442004,2.738377349497825,21.590221171798316,-16.527787570000005,117.64705882352891,0.12333162161331566
2024-01-01 03:45:00,2281.29,2281.29,2281.08,2281.08,0.56675801,55.08127810225922,2278.4216164594213,2277.5099999999998,-0.09203893496260207,-0.730208659965213,2283.201621316212,2273.1533786837877,-6.929637526653341,93.07036247334666,87.45284566180074,2.5577789673908407,20.465068081040616,-17.094545580000005,97.23364647821764,0.11367177385023176
2024-01-01 03:50:00,2282.84,2282.84,2282.84,2282.84,0.07006082,57.90112371068713,2279.2249589213448,2278.305,0.2804965072091363,-0.5280676265303431,2283.840270602042,2273.164729397958,-0.0,100.0,95.87775408670825,2.5007947554343675,19.851310965406466,-17.024484760000007,133.67837724801666,0.305815772360583
2024-01-01 04:00:00,2283.23,2285.49,2283.23,2285.02,9.8200774,61.15403599556179,2280.2786027538273,2279.17,0.7430755971477083,-0.27383898179473287,2284.8472241565887,2272.7527758434117,-3.5768645357671573,96.42313546423284,96.49783264585983,2.5114522729033153,19.945750420725123,-7.2044073600000065,158.8252561604396,0.41528056706670496
2024-01-01 04:05:00,2284.86,2285.38,2284.38,2284.38,11.23393557,59.695714860543056,2281.0243113440406,2279.8759999999997,1.0459728830296626,-0.00987660882985375,2285.1537020989954,2272.5952979010044,-8.447488584472476,91.55251141552752,95.99188229325345,2.403491396267364,20.033444200663876,-18.438342930000005,150.571506699486,0.4171630276628864
2024-01-01 04:10:00,2284.69,2284.69,2284.69,2284.69,0.24,60.19091036656678,2281.6908001905786,2280.8869999999997,1.2960949972330127,0.25131771238271955,2285.7742378251796,2272.33976217482,-6.088280060880783,93.91171993911922,93.96245560629319,2.253956296533977,20.114874139178433,-18.198342930000006,135.74673550449563,0.36549418591881655
2024-01-01 04:15:00,2283.47,2284.02,2282.91,2284.02,2.73138719,58.51747537679799,2282.1142910650187,2281.267,1.4238420098172355,0.48582257186962274,2286.254078863633,2272.1949211363676,-13.47387717690027,86.52612282309973,90.66345139258215,2.220102275352993,19.48647486971255,-20.929730120000006,100.92650306654443,0.29420546958705046
2024-01-01 04:20:00,2285.11,2285.11,2284.71,2284.71,0.05179295,59.75830781835622,2282.586238144106,2282.273,1.562745315860866,0.7012071206678714,2286.8764068852824,2272.0345931147176,-7.149404216313068,92.85059578368693,91.09614618196862,2.1393806842563614,19.225447184533827,-20.877937170000006,111.9340266834692,0.4453569450184258
2024-01-01 04:25:00,2283.47,2285.53,2282.9,2285.53,1.99207623,61.24204920880591,2283.1214675724505,2283.264,1.7191767343751962,0.9048010434093364,2287.6679757366164,2271.955024263384,-0.0,100.0,93.12557286892888,2.1744249210952007,18.29267132371916,-18.885860940000008,94.45325294759031,0.2328722667111244
2024-01-01 04:30:00,2286.9,2286.9,2286.9,2286.9,0.00128944,63.65327906190354,2283.8084734683684,2284.0389999999998,1.9314329541871302,1.1101274255648952,2288.641341472437,2271.822658527563,-0.0,100.0,97.61686526122897,2.1169659981598214,17.85337029294774,-18.884571500000007,120.14820839546933,0.5385443914448377
2024-01-01 04:35:00,2287.43,2287.43,2287.43,2287.43,0.53,64.57154815194332,2284.466932837756,2284.66,2.1179991326243908,1.3117017669767943,2289.524846177867,2272.0941538221336,-0.0,100.0,100.0,2.0036112840055305,17.60765203587217,-18.354571500000006,115.8976906750979,0.5189794429649919
2024-01-01 04:40:00,2284.36,2284.36,2284.36,2284.36,0.3428,55.78061082094469,2284.447490503618,2284.9880000000003,1.9951321882931552,1.4483878512400665,2289.7469618733003,2272.7510381267,-25.99491955969283,74.00508044030717,91.33502681343573,2.0797819065765433,16.455154779557,-18.697371500000006,57.155138619598134,0.2285939933747246
2024-01-01 04:45:00,2282.44,2284.52,2282.38,2284.52,1.54407312,56.11593672804809,2284.4606740484146,2285.156,1.8888958964289486,1.536489460277843,2289.8138470171752,2273.647152982825,-31.42548596112234,68.57451403887765,80.85986482639494,2.0840831989639237,16.003983549622347,-17.153298380000006,41.6451320217339,0.14465943661725664
2024-01-01 04:55:00,2284.48,2284.48,2284.41,2284.41,0.67917651,55.80263236629286,2284.4514605850663,2285.0950000000003,1.7753615264909968,1.584263873520474,2289.903152160538,2274.3618478394615,-47.55905511811063,52.44094488188937,65.00684645369141,1.9430772561807952,15.585038836111599,-17.832474890000007,49.08381084313273,0.14598348150875584
2024-01-01 05:00:00,2285.74,2286.43,2285.73,2285.73,5.65387712,58.7769431576189,2284.6839222968724,2285.23,1.7714772021631688,1.6217065392490129,2290.1445824437387,2274.961417556261,-26.771653543304605,73.22834645669539,64.7479351258208,1.9485717378821656,14.477825889542947,-12.178597770000007,76.24328347471712,0.12659669534439
2024-01-01 05:05:00,2284.71,2284.71,2284.13,2284.13,1.07470412,54.03058659923179,2284.5832091519865,2285.174,1.6206108260980727,1.621487396618825,2289.701612276082,2276.3593877239177,-65.34653465346348,34.65346534653653,53.44091889504043,1.9236737566048616,13.982437526362881,-13.253301890000007,35.165805852681736,-0.038949330859242924
2024-01-01 05:10:00,2286.45,2286.45,2284.61,2284.61,4.03931571,55.199394625494904,2284.5880802152615,2285.233,1.522232772758798,1.6016364718468197,2289.8249676805362,2276.6750323194638,-55.8415841584131,44.1584158415869,50.68007588160628,1.9519827739902078,13.062503089974262,-9.213986180000006,54.706935435124436,0.010068377415316987
2024-01-01 05:15:00,2284.34,2284.34,2284.34,2284.34,4.42702353,54.362101224481286,2284.5429747215776,2285.1960000000004,1.406270106777356,1.5625631988329272,2289.001079440216,2278.467920559784,-61.18811881187837,38.81188118812163,39.20792079208169,1.8318411472766203,12.146389511850899,-13.641009710000006,23.257762061190626,-0.01531936499043236
2024-01-01 05:20:00,2286.51,2287.06,2286.51,2286.99,2.80256866,60.6681149034034,2284.9878884085633,2285.3419999999996,1.5107863074267698,1.5522078205516958,2288.226611091853,2280.3793889081467,-8.712871287130264,91.28712871286973,58.085808580859414,1.8952810653282761,12.162108112479292,-10.838441050000005,125.5855812420996,0.13003388761918896
2024-01-01 05:25:00,2283.14,2283.55,2282.36,2282.36,3.63018021,48.14985299420915,2284.510090516097,2284.888,1.2061105522957405,1.4829883669005048,2287.7400913691085,2281.186908630891,-100.0,0.0,43.366336633663785,2.0906181320905177,11.784329353738626,-14.468621260000006,-98.73294346977009,-0.10285769309890136
2024-01-01 05:30:00,2281.76,2281.76,2280.5,2280.5,4.01861083,44.20382617948184,2283.7809831495338,2284.195,0.8052835583634987,1.3474474051931036,2287.8580502474265,2280.996949752574,-100.0,0.0,30.42904290428991,2.0741454083697755,11.941309651762149,-18.487232090000006,-200.42643923240257,-0.22008024396967882
2024-01-01 05:35:00,2281.44,2281.44,2281.01,2281.01,0.1955116,45.522164351184855,2283.2771680314368,2283.86,0.5227520553294198,1.182508335220367,2287.8683193812585,2280.9796806187414,-92.64069264068932,7.359307359310683,2.453102453103561,1.9931350220576525,12.08707707135542,-18.291720490000007,-187.10939363579058,-0.2575538939175247
2024-01-01 05:40:00,2281.37,2281.37,2281.37,2281.37,0.35639,46.48339578581943,2282.930410207539,2283.545,0.32415612497152324,1.0108378931705981,2287.984409602633,2280.716590397366,-87.44588744588873,12.554112554111276,6.637806637807319,1.8764825204820823,12.222432532406314,-17.935330490000005,-159.27728455808617,-0.26492613981629803
2024-01-01 05:45:00,2281.74,2283.88,2281.74,2283.13,3.54387163,51.03235639118718,2282.9666992607135,2283.4170000000004,0.3052657963439742,0.8697234738052734,2287.913575153037,2280.5984248469636,-62.04906204905958,37.95093795094042,19.288119288120793,1.9217337690190919,11.420040238723127,-14.391458860000006,-67.67892249132827,-0.053844402808664926
2024-01-01 05:55:00,2285.65,2285.94,2285.65,2285.94,0.25347854,57.276448617047855,2283.507299395129,2283.438,0.5111464129881824,0.7980080616418552,2288.064632118035,2280.6033678819654,-17.073170731705794,82.9268292682942,44.47729325778196,1.9851813569462957,11.193938577194434,-14.137980320000006,74.17878134280836,0.06215747728188297
2024-01-01 06:00:00,2287.48,2289.96,2287.39,2289.89,14.39702639,64.18918195887558,2284.667790414196,2284.014,0.9817235751679618,0.8347511643470766,2289.0432354399513,2280.1447645600488,-0.7399577167036304,99.26004228329637,73.379269834177,2.130525545735845,12.04119051148084,0.2590460699999948,190.06343822623143,0.23988688545401302
2024-01-01 06:05:00,2290.08,2290.3,2288.84,2289.57,6.4014541,63.295682870140986,2285.5591012479786,2284.5099999999998,1.3136945874148296,0.9305398489606274,2289.808492100472,2279.9345078995284,-7.448979591836782,92.55102040816321,91.57929731991793,2.082630863897573,12.90751373427125,-6.142408030000005,173.62117349277534,0.16799884500794696
2024-01-01 06:10:00,2290.39,2291.25,2289.08,2289.45,9.18623868,62.94185846427887,2286.2665373847094,2285.0209999999997,1.549242308265093,1.0542803408215207,2290.4317068342425,2279.785293165757,-16.74418604651332,83.25581395348668,91.68895888164873,2.088871516476323,13.938121698783078,-15.328646710000005,153.73121279319037,0.23291143673957737
2024-01-01 06:15:00,2290.41,2290.41,2288.78,2288.78,1.6652056,60.89506493934511,2286.723530587489,2285.2,1.6626857669566562,1.1759614260485478,2290.828999280328,2279.7130007196715,-22.97674418604465,77.02325581395534,84.27669672520175,2.0560949795851324,14.76776666795682,-16.993852310000005,116.06486319130376,0.18252568272046749
2024-01-01 06:20:00,2289.47,2289.47,2287.94,2287.94,4.44043735,58.333859867790466,2286.944706844309,2285.7580000000003,1.665609436678551,1.2738910281745486,2290.959889567849,2279.6861104321506,-30.790697674418098,69.2093023255819,76.49612403100797,2.0185167667576045,15.174862072971411,-21.434289660000005,85.30001002871624,0.15759475384574578
2024-01-01 06:25:00,2291.99,2292.06,2289.98,2289.98,0.29467721,62.46298079902724,2287.496578327162,2286.706,1.8116537997175328,1.3814435824831455,2291.3800142296927,2279.520985770307,-17.99307958477454,82.00692041522545,76.07982618492089,2.1686227119891965,16.226426541349632,-21.139612450000005,133.02435785610254,0.13073953099927138
2024-01-01 06:30:00,2291.87,2292.6,2291.36,2292.6,10.49448845,66.98783093753262,2288.4244731767685,2287.865,2.114433243127678,1.528041514612052,2292.5307377732156,2279.1942622267848,-0.0,100.0,83.73874091360244,2.2008639468471034,17.332725030384637,-10.645124000000004,146.13553478663292,0.44865840621110525
2024-01-01 06:35:00,2293.71,2297.6,2293.71,2297.6,1.86068049,73.54244979222477,2290.092750780992,2289.4880000000003,2.7264178982995873,1.7677167913495593,2294.879983185859,2278.153016814141,-0.0,100.0,94.00230680507514,2.4008022363580244,19.362078977815504,-8.784443510000004,195.57830826456055,0.7498355623766678
2024-01-01 06:40:00,2295.81,2295.81,2295.81,2295.81,0.20106,68.3131291555377,2291.1322506389934,2290.756,3.0320307432539266,2.020579581730433,2296.307921311281,2277.8650786887188,-10.467836257309784,89.53216374269022,96.51072124756341,2.357173505189592,21.24647907185845,-8.985503510000004,156.13525873309638,0.6488353843253527
2024-01-01 06:45:00,2297.25,2297.25,2297.25,2297.25,0.13963035,70.15186173481443,2292.2445687046306,2291.8869999999997,3.3517897443634865,2.2868216142570437,2297.860481908209,2277.464518091791,-2.109704641349702,97.89029535865029,95.8074863671135,2.291661111961768,23.24514269645329,-8.845873160000005,153.42825731369865,0.696072973695635
2024-01-01 07:00:00,2299.97,2299.97,2299.91,2299.91,0.5168128,73.24084426693759,2293.6382834856067,2292.889,3.7763098763507514,2.584719266675785,2299.809901780188,2277.0930982198124,-0.3225806451609985,99.677419354839,95.69995948539317,2.322256746821627,25.520040033156352,-8.329060360000005,168.99660115264845,0.734955959581791
2024-01-01 07:05:00,2302.26,2302.32,2301.87,2302.0,1.3078008,75.39542788889544,2295.158595579133,2294.132,4.232599895698968,2.9142953924804216,2301.96022924866,2276.6817707513405,-1.5549076773574235,98.44509232264258,98.67093567871062,2.328524122048676,27.943782235283027,-7.021259560000005,170.7587588661991,0.7025556226322627
